genome	taxonomy
dobsoncreek_2019_sw_WHONDRS-S19S_0087_F_bin.14.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__UA16; g__dobsoncreek_2019_sw_WHONDRS-S19S_0087_F_bin.14; s__dobsoncreek_2019_sw_WHONDRS-S19S_0087_F_bin.14
dobsoncreek_2019_sw_WHONDRS-S19S_0087_F_bin.15.fa	Root; d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Kapabacteriales; f__UBA961; g__UBA961; s__dobsoncreek_2019_sw_WHONDRS-S19S_0087_F_bin.15
dobsoncreek_2019_sw_WHONDRS-S19S_0087_F_bin.6.fa	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Chthoniobacteraceae; g__CAIURC01; s__CAIURC01 sp903901425
eastforkpoplarcreek_2019_sw_WHONDRS-S19S_0039_A_bin.13.fa	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__UBA953; g__UBA953; s__eastforkpoplarcreek_2019_sw_WHONDRS-S19S_0039_A_bin.13
eastforkpoplarcreek_2019_sw_WHONDRS-S19S_0039_A_bin.41.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Crocinitomicaceae; g__UBA952; s__eastforkpoplarcreek_2019_sw_WHONDRS-S19S_0039_A_bin.41
eastforkpoplarcreek_2019_sw_WHONDRS-S19S_0039_B_bin.13.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Malikia; s__eastforkpoplarcreek_2019_sw_WHONDRS-S19S_0039_B_bin.13
eastforkpoplarcreek_2019_sw_WHONDRS-S19S_0039_B_bin.24.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__eastforkpoplarcreek_2019_sw_WHONDRS-S19S_0039_B_bin.24; s__eastforkpoplarcreek_2019_sw_WHONDRS-S19S_0039_B_bin.24
eastforkpoplarcreek_2019_sw_WHONDRS-S19S_0039_B_bin.42.fa	Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; g__F1-60-MAGs027; s__F1-60-MAGs027 sp009926705
eastforkpoplarcreek_2019_sw_WHONDRS-S19S_0039_B_bin.49.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Sediminibacterium; s__eastforkpoplarcreek_2019_sw_WHONDRS-S19S_0039_B_bin.49
eastforkpoplarcreek_2019_sw_WHONDRS-S19S_0039_B_bin.69.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Polynucleobacter; s__Polynucleobacter sp009923575
eastforkpoplarcreek_2019_sw_WHONDRS-S19S_0039_B_bin.8.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Crocinitomicaceae; g__UBA952; s__eastforkpoplarcreek_2019_sw_WHONDRS-S19S_0039_B_bin.8
eastforkpoplarcreek_2019_sw_WHONDRS-S19S_0039_F_bin.3.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomaceae; g__Aquirufa; s__eastforkpoplarcreek_2019_sw_WHONDRS-S19S_0039_F_bin.3
eastriver_2019_sw_WHONDRS-S19S_0100_A_bin.28.fa	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__V1-33; g__V1-33; s__eastriver_2019_sw_WHONDRS-S19S_0100_A_bin.28
eastriver_2019_sw_WHONDRS-S19S_0100_B_bin.44.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__eastriver_2019_sw_WHONDRS-S19S_0100_B_bin.44; s__eastriver_2019_sw_WHONDRS-S19S_0100_B_bin.44
eastriver_2019_sw_WHONDRS-S19S_0100_B_bin.46.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Quisquiliibacterium; s__eastriver_2019_sw_WHONDRS-S19S_0100_B_bin.46
eastriver_2019_sw_WHONDRS-S19S_0100_B_bin.64.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Rubrivivax; s__eastriver_2019_sw_WHONDRS-S19S_0100_B_bin.64
eastriver_2019_sw_WHONDRS-S19S_0100_B_bin.75.fa	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Gemmobacter_B; s__eastriver_2019_sw_WHONDRS-S19S_0100_B_bin.75
eastriver_2019_sw_WHONDRS-S19S_0100_B_bin.77.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomaceae; g__Aquirufa; s__eastriver_2019_sw_WHONDRS-S19S_0100_B_bin.77
eastriver_2019_sw_WHONDRS-S19S_0100_F_bin.20.fa	Root; d__Bacteria; p__Verrucomicrobiota; c__Lentisphaeria; o__Lentisphaerales; f__Lentisphaeraceae; g__eastriver_2019_sw_WHONDRS-S19S_0100_F_bin.20; s__eastriver_2019_sw_WHONDRS-S19S_0100_F_bin.20
farmington_2019_sw_WHONDRS-S19S_0053_A_bin.33.fa	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983_A; f__UBA5272; g__UBA11704; s__farmington_2019_sw_WHONDRS-S19S_0053_A_bin.33
farmington_2019_sw_WHONDRS-S19S_0053_A_bin.36.fa	Root; d__Bacteria; p__Chlamydiota; c__Chlamydiia; o__Chlamydiales; f__Rhabdochlamydiaceae; g__farmington_2019_sw_WHONDRS-S19S_0053_A_bin.36; s__farmington_2019_sw_WHONDRS-S19S_0053_A_bin.36
farmington_2019_sw_WHONDRS-S19S_0053_A_bin.38.fa	Root; d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__UBA1406; f__GWC2-37-13; g__farmington_2019_sw_WHONDRS-S19S_0053_A_bin.38; s__farmington_2019_sw_WHONDRS-S19S_0053_A_bin.38
farmington_2019_sw_WHONDRS-S19S_0053_A_bin.43.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Sediminibacterium; s__farmington_2019_sw_WHONDRS-S19S_0053_A_bin.43
farmington_2019_sw_WHONDRS-S19S_0053_A_bin.46.fa	Root; d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Levybacterales; f__UBA12049; g__JACPGQ01; s__farmington_2019_sw_WHONDRS-S19S_0053_A_bin.46
farmington_2019_sw_WHONDRS-S19S_0053_A_bin.5.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__CAIKLP01; g__CAIKLP01; s__farmington_2019_sw_WHONDRS-S19S_0053_A_bin.5
farmington_2019_sw_WHONDRS-S19S_0053_A_bin.83.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__farmington_2019_sw_WHONDRS-S19S_0053_A_bin.83
farmington_2019_sw_WHONDRS-S19S_0053_B_bin.100.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__NS11-12g; f__UBA955; g__farmington_2019_sw_WHONDRS-S19S_0053_B_bin.100; s__farmington_2019_sw_WHONDRS-S19S_0053_B_bin.100
farmington_2019_sw_WHONDRS-S19S_0053_B_bin.105.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Sediminibacterium; s__farmington_2019_sw_WHONDRS-S19S_0053_B_bin.105
farmington_2019_sw_WHONDRS-S19S_0053_B_bin.119.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__OLB11; s__farmington_2019_sw_WHONDRS-S19S_0053_B_bin.119
farmington_2019_sw_WHONDRS-S19S_0053_B_bin.127.fa	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983_A; f__UBA2103; g__1-14-0-10-45-20; s__farmington_2019_sw_WHONDRS-S19S_0053_B_bin.127
farmington_2019_sw_WHONDRS-S19S_0053_B_bin.22.fa	Root; d__Bacteria; p__Patescibacteria; c__WWE3; o__UBA101185; f__UBA10185; g__farmington_2019_sw_WHONDRS-S19S_0053_B_bin.22; s__farmington_2019_sw_WHONDRS-S19S_0053_B_bin.22
farmington_2019_sw_WHONDRS-S19S_0053_B_bin.31.fa	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983_A; f__EsbW-18; g__farmington_2019_sw_WHONDRS-S19S_0053_B_bin.31; s__farmington_2019_sw_WHONDRS-S19S_0053_B_bin.31
farmington_2019_sw_WHONDRS-S19S_0053_B_bin.33.fa	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983_A; f__UBA2100; g__UBA10103; s__farmington_2019_sw_WHONDRS-S19S_0053_B_bin.33
farmington_2019_sw_WHONDRS-S19S_0053_B_bin.34.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Crocinitomicaceae; g__M0103; s__farmington_2019_sw_WHONDRS-S19S_0053_B_bin.34
farmington_2019_sw_WHONDRS-S19S_0053_B_bin.41.fa	Root; d__Bacteria; p__Firmicutes; c__Bacilli; o__RES148; f__farmington_2019_sw_WHONDRS-S19S_0053_B_bin.41; g__farmington_2019_sw_WHONDRS-S19S_0053_B_bin.41; s__farmington_2019_sw_WHONDRS-S19S_0053_B_bin.41
farmington_2019_sw_WHONDRS-S19S_0053_B_bin.5.fa	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA6257; f__2-01-FULL-56-20; g__farmington_2019_sw_WHONDRS-S19S_0053_B_bin.5; s__farmington_2019_sw_WHONDRS-S19S_0053_B_bin.5
farmington_2019_sw_WHONDRS-S19S_0053_B_bin.57.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__UA16; g__farmington_2019_sw_WHONDRS-S19S_0053_B_bin.57; s__farmington_2019_sw_WHONDRS-S19S_0053_B_bin.57
farmington_2019_sw_WHONDRS-S19S_0053_B_bin.73.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__UA16; g__UBA4660; s__farmington_2019_sw_WHONDRS-S19S_0053_B_bin.73
farmington_2019_sw_WHONDRS-S19S_0053_B_bin.74.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Rhodoferax; s__Rhodoferax sp016708345
farmington_2019_sw_WHONDRS-S19S_0053_B_bin.93.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__farmington_2019_sw_WHONDRS-S19S_0053_B_bin.93
farmington_2019_sw_WHONDRS-S19S_0053_F_bin.6.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__AKYH767-A; f__OLB10; g__CAINEC01; s__farmington_2019_sw_WHONDRS-S19S_0053_F_bin.6
flintriver_2019_sw_WHONDRS-S19S_0015_A_bin.22.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Rhodoferax; s__flintriver_2019_sw_WHONDRS-S19S_0015_A_bin.22
flintriver_2019_sw_WHONDRS-S19S_0015_A_bin.24.fa	Root; d__Bacteria; p__Fibrobacterota; c__Fibrobacteria; o__UBA5070; f__UBA5070; g__UBA5070; s__flintriver_2019_sw_WHONDRS-S19S_0015_A_bin.24
flintriver_2019_sw_WHONDRS-S19S_0015_A_bin.35.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Sphaerotilus; s__Sphaerotilus sulfidivorans
flintriver_2019_sw_WHONDRS-S19S_0015_A_bin.39.fa	Root; d__Bacteria; p__Fibrobacterota; c__Fibrobacteria; o__UBA5070; f__UBA5070; g__flintriver_2019_sw_WHONDRS-S19S_0015_A_bin.39; s__flintriver_2019_sw_WHONDRS-S19S_0015_A_bin.39
flintriver_2019_sw_WHONDRS-S19S_0015_A_bin.5.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__Sterolibacterium; s__Sterolibacterium sp018061005
flintriver_2019_sw_WHONDRS-S19S_0015_A_bin.6.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Thiotrichaceae; g__Thiofilum; s__flintriver_2019_sw_WHONDRS-S19S_0015_A_bin.6
flintriver_2019_sw_WHONDRS-S19S_0015_A_bin.66.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Thiotrichaceae; g__Thiothrix; s__Thiothrix fructosivorans
flintriver_2019_sw_WHONDRS-S19S_0015_A_bin.67.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Thermomonas; s__flintriver_2019_sw_WHONDRS-S19S_0015_A_bin.67
flintriver_2019_sw_WHONDRS-S19S_0015_B_bin.10.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Comamonas; s__Comamonas denitrificans_A
flintriver_2019_sw_WHONDRS-S19S_0015_B_bin.104.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__DSM-6294; g__UBA2009; s__flintriver_2019_sw_WHONDRS-S19S_0015_B_bin.104
flintriver_2019_sw_WHONDRS-S19S_0015_B_bin.12.fa	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__Opitutaceae; g__Lacunisphaera; s__flintriver_2019_sw_WHONDRS-S19S_0015_B_bin.12
flintriver_2019_sw_WHONDRS-S19S_0015_B_bin.14.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__Azonexus; s__flintriver_2019_sw_WHONDRS-S19S_0015_B_bin.14
flintriver_2019_sw_WHONDRS-S19S_0015_B_bin.21.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Crocinitomicaceae; g__M0103; s__flintriver_2019_sw_WHONDRS-S19S_0015_B_bin.21
flintriver_2019_sw_WHONDRS-S19S_0015_B_bin.34.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__Zoogloea; s__Zoogloea ramigera
flintriver_2019_sw_WHONDRS-S19S_0015_B_bin.36.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__SCOH01; g__flintriver_2019_sw_WHONDRS-S19S_0015_B_bin.36; s__flintriver_2019_sw_WHONDRS-S19S_0015_B_bin.36
flintriver_2019_sw_WHONDRS-S19S_0015_B_bin.39.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__JADIYW01; g__JADJSS01; s__flintriver_2019_sw_WHONDRS-S19S_0015_B_bin.39
flintriver_2019_sw_WHONDRS-S19S_0015_B_bin.6.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Rhodoferax; s__flintriver_2019_sw_WHONDRS-S19S_0015_B_bin.6
flintriver_2019_sw_WHONDRS-S19S_0015_B_bin.62.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Sediminibacterium; s__Sediminibacterium sp017996795
flintriver_2019_sw_WHONDRS-S19S_0015_B_bin.69.fa	Root; d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__JAGOYM01; s__JAGOYM01 sp018059165
flintriver_2019_sw_WHONDRS-S19S_0015_B_bin.72.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__UBA6013; g__flintriver_2019_sw_WHONDRS-S19S_0015_B_bin.72; s__flintriver_2019_sw_WHONDRS-S19S_0015_B_bin.72
flintriver_2019_sw_WHONDRS-S19S_0015_B_bin.75.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Diplorickettsiales; f__Diplorickettsiaceae; g__Aquirickettsiella; s__flintriver_2019_sw_WHONDRS-S19S_0015_B_bin.75
flintriver_2019_sw_WHONDRS-S19S_0015_F_bin.1.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Diplorickettsiales; f__Diplorickettsiaceae; g__Aquirickettsiella; s__Aquirickettsiella gammari
flintriver_2019_sw_WHONDRS-S19S_0015_F_bin.12.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Aquabacterium; s__flintriver_2019_sw_WHONDRS-S19S_0015_F_bin.12
flintriver_2019_sw_WHONDRS-S19S_0015_F_bin.17.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Sphaerotilus; s__Sphaerotilus montanus
flintriver_2019_sw_WHONDRS-S19S_0015_F_bin.19.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Malikia; s__Malikia spinosa
flintriver_2019_sw_WHONDRS-S19S_0015_F_bin.4.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Thiotrichaceae; g__flintriver_2019_sw_WHONDRS-S19S_0015_F_bin.4; s__flintriver_2019_sw_WHONDRS-S19S_0015_F_bin.4
greatmiami_2019_sw_WHONDRS-S19S_0099_A_bin.32.fa	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__UBA9464; g__SXXZ01; s__greatmiami_2019_sw_WHONDRS-S19S_0099_A_bin.32
greatmiami_2019_sw_WHONDRS-S19S_0099_A_bin.40.fa	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Terrimicrobiaceae; g__UBA967; s__greatmiami_2019_sw_WHONDRS-S19S_0099_A_bin.40
greatmiami_2019_sw_WHONDRS-S19S_0099_B_bin.25.fa	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatimonas; s__greatmiami_2019_sw_WHONDRS-S19S_0099_B_bin.25
greatmiami_2019_sw_WHONDRS-S19S_0099_B_bin.28.fa	Root; d__Bacteria; p__Bdellovibrionota; c__Oligoflexia; o__Silvanigrellales; f__Silvanigrellaceae; g__RFOM01; s__greatmiami_2019_sw_WHONDRS-S19S_0099_B_bin.28
greatmiami_2019_sw_WHONDRS-S19S_0099_B_bin.37.fa	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__UBA953; g__UBA953; s__greatmiami_2019_sw_WHONDRS-S19S_0099_B_bin.37
greatmiami_2019_sw_WHONDRS-S19S_0099_B_bin.72.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__UBA3064; s__UBA3064 sp005787245
greatmiami_2019_sw_WHONDRS-S19S_0099_B_bin.77.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__NS11-12g; f__UBA955; g__REEB481; s__greatmiami_2019_sw_WHONDRS-S19S_0099_B_bin.77
greatmiami_2019_sw_WHONDRS-S19S_0099_B_bin.84.fa	Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; g__VFMC01; s__greatmiami_2019_sw_WHONDRS-S19S_0099_B_bin.84
greatmiami_2019_sw_WHONDRS-S19S_0099_B_bin.95.fa	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__SXXK01; s__greatmiami_2019_sw_WHONDRS-S19S_0099_B_bin.95
greatmiami_2019_sw_WHONDRS-S19S_0099_F_bin.16.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Nanopelagicales; f__Nanopelagicaceae; g__MAG-120802; s__greatmiami_2019_sw_WHONDRS-S19S_0099_F_bin.16
greatmiami_2019_sw_WHONDRS-S19S_0099_F_bin.30.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__UBA964; s__greatmiami_2019_sw_WHONDRS-S19S_0099_F_bin.30
guil_2019_sw_WHONDRS-S19S_0049_A_bin.22.fa	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Xenococcaceae; g__Pleurocapsa; s__guil_2019_sw_WHONDRS-S19S_0049_A_bin.22
guil_2019_sw_WHONDRS-S19S_0049_A_bin.3.fa	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983_A; f__UBA5272; g__UBA11704; s__guil_2019_sw_WHONDRS-S19S_0049_A_bin.3
guil_2019_sw_WHONDRS-S19S_0049_A_bin.31.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Aeromonadaceae; g__Aeromonas; s__Aeromonas popoffii
guil_2019_sw_WHONDRS-S19S_0049_A_bin.4.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__JJ008; s__guil_2019_sw_WHONDRS-S19S_0049_A_bin.4
guil_2019_sw_WHONDRS-S19S_0049_B_bin.12.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Rubrivivax; s__guil_2019_sw_WHONDRS-S19S_0049_B_bin.12
guil_2019_sw_WHONDRS-S19S_0049_B_bin.14.fa	Root; d__Bacteria; p__Chlamydiota; c__Chlamydiia; o__Chlamydiales; f__SM23-39; g__JACQAR01; s__guil_2019_sw_WHONDRS-S19S_0049_B_bin.14
guil_2019_sw_WHONDRS-S19S_0049_B_bin.15.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__CAIODY01; g__guil_2019_sw_WHONDRS-S19S_0049_B_bin.15; s__guil_2019_sw_WHONDRS-S19S_0049_B_bin.15
guil_2019_sw_WHONDRS-S19S_0049_B_bin.18.fa	Root; d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__EnvOPS12; g__OLB14; s__guil_2019_sw_WHONDRS-S19S_0049_B_bin.18
guil_2019_sw_WHONDRS-S19S_0049_B_bin.21.fa	Root; d__Bacteria; p__Patescibacteria; c__ABY1; o__SG8-24; f__2-12-FULL-60-25; g__2-12-FULL-60-25; s__guil_2019_sw_WHONDRS-S19S_0049_B_bin.21
guil_2019_sw_WHONDRS-S19S_0049_B_bin.22.fa	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983_A; f__PALSA-1337; g__C7867-002; s__guil_2019_sw_WHONDRS-S19S_0049_B_bin.22
guil_2019_sw_WHONDRS-S19S_0049_B_bin.27.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__UA16; g__UBA4660; s__guil_2019_sw_WHONDRS-S19S_0049_B_bin.27
guil_2019_sw_WHONDRS-S19S_0049_B_bin.36.fa	Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; g__UBA668; s__guil_2019_sw_WHONDRS-S19S_0049_B_bin.36
guil_2019_sw_WHONDRS-S19S_0049_B_bin.42.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Chryseoglobus; s__guil_2019_sw_WHONDRS-S19S_0049_B_bin.42
guil_2019_sw_WHONDRS-S19S_0049_B_bin.49.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__AKYH767-A; f__2013-40CM-41-45; g__guil_2019_sw_WHONDRS-S19S_0049_B_bin.49; s__guil_2019_sw_WHONDRS-S19S_0049_B_bin.49
guil_2019_sw_WHONDRS-S19S_0049_B_bin.54.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Ferruginibacter; s__guil_2019_sw_WHONDRS-S19S_0049_B_bin.54
guil_2019_sw_WHONDRS-S19S_0049_F_bin.6.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Sediminibacterium; s__guil_2019_sw_WHONDRS-S19S_0049_F_bin.6
gunnisonriver_2019_sw_WHONDRS-S19S_0062_A_bin.16.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Chitinibacteraceae; g__Iodobacter; s__gunnisonriver_2019_sw_WHONDRS-S19S_0062_A_bin.16
gunnisonriver_2019_sw_WHONDRS-S19S_0062_A_bin.17.fa	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__SXTU01; g__SXTU01; s__gunnisonriver_2019_sw_WHONDRS-S19S_0062_A_bin.17
gunnisonriver_2019_sw_WHONDRS-S19S_0062_A_bin.22.fa	Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__SZUA-265; s__gunnisonriver_2019_sw_WHONDRS-S19S_0062_A_bin.22
gunnisonriver_2019_sw_WHONDRS-S19S_0062_B_bin.10.fa	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__UBA1268; g__QWOP01; s__gunnisonriver_2019_sw_WHONDRS-S19S_0062_B_bin.10
gunnisonriver_2019_sw_WHONDRS-S19S_0062_B_bin.27.fa	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__UBA9464; g__UBA9464; s__gunnisonriver_2019_sw_WHONDRS-S19S_0062_B_bin.27
gunnisonriver_2019_sw_WHONDRS-S19S_0062_B_bin.3.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__NBD-18; s__gunnisonriver_2019_sw_WHONDRS-S19S_0062_B_bin.3
gunnisonriver_2019_sw_WHONDRS-S19S_0062_B_bin.36.fa	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__UBA953; g__UBA953; s__gunnisonriver_2019_sw_WHONDRS-S19S_0062_B_bin.36
gunnisonriver_2019_sw_WHONDRS-S19S_0062_B_bin.38.fa	Root; d__Bacteria; p__Chloroflexota; c__UBA2235; o__UBA12225; f__UBA12225; g__UBA12225; s__UBA12225 sp002347925
gunnisonriver_2019_sw_WHONDRS-S19S_0062_B_bin.4.fa	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983_A; f__UBA6065; g__UBA6065; s__gunnisonriver_2019_sw_WHONDRS-S19S_0062_B_bin.4
gunnisonriver_2019_sw_WHONDRS-S19S_0062_B_bin.56.fa	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__Opitutaceae; g__CAIYFD01; s__CAIYFD01 sp903925425
