genome	taxonomy
hugercreek_2019_sw_WHONDRS-S19S_0044_B_bin.48.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Rhodoluna; s__hugercreek_2019_sw_WHONDRS-S19S_0044_B_bin.48
hugercreek_2019_sw_WHONDRS-S19S_0044_B_bin.50.fa	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__CAIUPE01; s__hugercreek_2019_sw_WHONDRS-S19S_0044_B_bin.50
hugercreek_2019_sw_WHONDRS-S19S_0044_B_bin.66.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__ZC4RG30; s__hugercreek_2019_sw_WHONDRS-S19S_0044_B_bin.66
hugercreek_2019_sw_WHONDRS-S19S_0044_B_bin.71.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Crocinitomicaceae; g__UBA952; s__hugercreek_2019_sw_WHONDRS-S19S_0044_B_bin.71
hugercreek_2019_sw_WHONDRS-S19S_0044_B_bin.72.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Rhodoluna; s__hugercreek_2019_sw_WHONDRS-S19S_0044_B_bin.72
hugercreek_2019_sw_WHONDRS-S19S_0044_B_bin.78.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__MWH-TA3; s__hugercreek_2019_sw_WHONDRS-S19S_0044_B_bin.78
hugercreek_2019_sw_WHONDRS-S19S_0044_B_bin.79.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Rhodoluna; s__hugercreek_2019_sw_WHONDRS-S19S_0044_B_bin.79
hugercreek_2019_sw_WHONDRS-S19S_0044_B_bin.80.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Nanopelagicales; f__UBA5976; g__JAFMIT01; s__hugercreek_2019_sw_WHONDRS-S19S_0044_B_bin.80
hugercreek_2019_sw_WHONDRS-S19S_0044_B_bin.81.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Rhodoluna; s__hugercreek_2019_sw_WHONDRS-S19S_0044_B_bin.81
hugercreek_2019_sw_WHONDRS-S19S_0044_F_bin.12.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Methylophilaceae; g__Methylopumilus; s__Methylopumilus sp903849185
hugercreek_2019_sw_WHONDRS-S19S_0044_F_bin.32.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__UBA10906; s__hugercreek_2019_sw_WHONDRS-S19S_0044_F_bin.32
hugercreek_2019_sw_WHONDRS-S19S_0044_F_bin.33.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Rhodoluna; s__hugercreek_2019_sw_WHONDRS-S19S_0044_F_bin.33
hugercreek_2019_sw_WHONDRS-S19S_0044_F_bin.45.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Crocinitomicaceae; g__UBA952; s__hugercreek_2019_sw_WHONDRS-S19S_0044_F_bin.45
hugercreek_2019_sw_WHONDRS-S19S_0044_F_bin.49.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Methylophilaceae; g__Methylopumilus_A; s__hugercreek_2019_sw_WHONDRS-S19S_0044_F_bin.49
icacos_2019_sw_WHONDRS-S19S_0094_B_bin.100.fa	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__UBA9464; g__UBA9464; s__icacos_2019_sw_WHONDRS-S19S_0094_B_bin.100
icacos_2019_sw_WHONDRS-S19S_0094_B_bin.101.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Ga0077536; f__Ga0077536; g__CAIKBL01; s__icacos_2019_sw_WHONDRS-S19S_0094_B_bin.101
icacos_2019_sw_WHONDRS-S19S_0094_B_bin.126.fa	Root; d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia_A; o__UBA1018; f__UBA1018; g__CAIOHW01; s__icacos_2019_sw_WHONDRS-S19S_0094_B_bin.126
icacos_2019_sw_WHONDRS-S19S_0094_B_bin.127.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__UBA2463; s__icacos_2019_sw_WHONDRS-S19S_0094_B_bin.127
icacos_2019_sw_WHONDRS-S19S_0094_B_bin.139.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__icacos_2019_sw_WHONDRS-S19S_0094_B_bin.139; s__icacos_2019_sw_WHONDRS-S19S_0094_B_bin.139
icacos_2019_sw_WHONDRS-S19S_0094_B_bin.144.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Polaromonas; s__icacos_2019_sw_WHONDRS-S19S_0094_B_bin.144
icacos_2019_sw_WHONDRS-S19S_0094_B_bin.145.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__UBA954; s__icacos_2019_sw_WHONDRS-S19S_0094_B_bin.145
icacos_2019_sw_WHONDRS-S19S_0094_B_bin.146.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__icacos_2019_sw_WHONDRS-S19S_0094_B_bin.146; s__icacos_2019_sw_WHONDRS-S19S_0094_B_bin.146
icacos_2019_sw_WHONDRS-S19S_0094_B_bin.149.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__UBA964; s__UBA964 sp903885195
icacos_2019_sw_WHONDRS-S19S_0094_B_bin.155.fa	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__Vulcanococcus; s__icacos_2019_sw_WHONDRS-S19S_0094_B_bin.155
icacos_2019_sw_WHONDRS-S19S_0094_B_bin.158.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__UBA2463; s__icacos_2019_sw_WHONDRS-S19S_0094_B_bin.158
icacos_2019_sw_WHONDRS-S19S_0094_B_bin.160.fa	Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; g__UBA2093; s__icacos_2019_sw_WHONDRS-S19S_0094_B_bin.160
icacos_2019_sw_WHONDRS-S19S_0094_B_bin.161.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__JAGOCV01; s__icacos_2019_sw_WHONDRS-S19S_0094_B_bin.161
icacos_2019_sw_WHONDRS-S19S_0094_B_bin.162.fa	Root; d__Bacteria; p__Myxococcota_A; c__UBA796; o__UBA796; f__SXON01; g__icacos_2019_sw_WHONDRS-S19S_0094_B_bin.162; s__icacos_2019_sw_WHONDRS-S19S_0094_B_bin.162
icacos_2019_sw_WHONDRS-S19S_0094_B_bin.166.fa	Root; d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__VGRA01; s__icacos_2019_sw_WHONDRS-S19S_0094_B_bin.166
icacos_2019_sw_WHONDRS-S19S_0094_B_bin.173.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__HTCC2089; g__UBA7803; s__UBA7803 sp003476445
icacos_2019_sw_WHONDRS-S19S_0094_B_bin.18.fa	Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; g__Casp-actino8; s__icacos_2019_sw_WHONDRS-S19S_0094_B_bin.18
icacos_2019_sw_WHONDRS-S19S_0094_B_bin.33.fa	Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; g__Casp-actino8; s__icacos_2019_sw_WHONDRS-S19S_0094_B_bin.33
icacos_2019_sw_WHONDRS-S19S_0094_B_bin.37.fa	Root; d__Bacteria; p__Bdellovibrionota; c__Oligoflexia; o__Silvanigrellales; f__Silvanigrellaceae; g__RFOM01; s__icacos_2019_sw_WHONDRS-S19S_0094_B_bin.37
icacos_2019_sw_WHONDRS-S19S_0094_B_bin.43.fa	Root; d__Bacteria; p__Bdellovibrionota; c__Oligoflexia; o__Silvanigrellales; f__Silvanigrellaceae; g__RFOM01; s__icacos_2019_sw_WHONDRS-S19S_0094_B_bin.43
icacos_2019_sw_WHONDRS-S19S_0094_B_bin.45.fa	Root; d__Bacteria; p__Bdellovibrionota_C; c__UBA2361; o__UBA2361; f__OMII01; g__OMII01; s__icacos_2019_sw_WHONDRS-S19S_0094_B_bin.45
icacos_2019_sw_WHONDRS-S19S_0094_B_bin.50.fa	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Deianiraeaceae; g__icacos_2019_sw_WHONDRS-S19S_0094_B_bin.50; s__icacos_2019_sw_WHONDRS-S19S_0094_B_bin.50
icacos_2019_sw_WHONDRS-S19S_0094_B_bin.52.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Aquiluna; s__icacos_2019_sw_WHONDRS-S19S_0094_B_bin.52
icacos_2019_sw_WHONDRS-S19S_0094_B_bin.70.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__JJ008; s__icacos_2019_sw_WHONDRS-S19S_0094_B_bin.70
icacos_2019_sw_WHONDRS-S19S_0094_B_bin.72.fa	Root; d__Bacteria; p__Firmicutes; c__Bacilli; o__RFN20; f__CAG-826; g__UBA970; s__icacos_2019_sw_WHONDRS-S19S_0094_B_bin.72
icacos_2019_sw_WHONDRS-S19S_0094_B_bin.95.fa	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatimonas; s__icacos_2019_sw_WHONDRS-S19S_0094_B_bin.95
icacos_2019_sw_WHONDRS-S19S_0094_F_bin.15.fa	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__Vulcanococcus; s__icacos_2019_sw_WHONDRS-S19S_0094_F_bin.15
icacos_2019_sw_WHONDRS-S19S_0094_F_bin.26.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__UBA964; s__icacos_2019_sw_WHONDRS-S19S_0094_F_bin.26
icacos_2019_sw_WHONDRS-S19S_0094_F_bin.47.fa	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__Opitutaceae; g__ER46; s__ER46 sp002304435
icacos_2019_sw_WHONDRS-S19S_0094_F_bin.59.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Limnohabitans_A; s__icacos_2019_sw_WHONDRS-S19S_0094_F_bin.59
king_2019_sw_WHONDRS-S19S_0016_AN_bin.2.fa	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983_A; f__UBA5272; g__king_2019_sw_WHONDRS-S19S_0016_AN_bin.2; s__king_2019_sw_WHONDRS-S19S_0016_AN_bin.2
king_2019_sw_WHONDRS-S19S_0016_B_bin.19.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__UBA2334; s__UBA2334 sp002479815
king_2019_sw_WHONDRS-S19S_0016_B_bin.5.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Beggiatoales; f__Beggiatoaceae; g__king_2019_sw_WHONDRS-S19S_0016_B_bin.5; s__king_2019_sw_WHONDRS-S19S_0016_B_bin.5
king_2019_sw_WHONDRS-S19S_0016_F_bin.4.fa	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__CFBP-8762; s__king_2019_sw_WHONDRS-S19S_0016_F_bin.4
kuparukriver_2019_sw_WHONDRS-S19S_0047_B_bin.16.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__MWH-TA3; s__kuparukriver_2019_sw_WHONDRS-S19S_0047_B_bin.16
kuparukriver_2019_sw_WHONDRS-S19S_0047_B_bin.27.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Nanopelagicales; f__Nanopelagicaceae; g__Planktophila; s__kuparukriver_2019_sw_WHONDRS-S19S_0047_B_bin.27
kuparukriver_2019_sw_WHONDRS-S19S_0047_B_bin.5.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Crocinitomicaceae; g__UBA952; s__UBA952 sp009926125
kuparukriver_2019_sw_WHONDRS-S19S_0047_B_bin.8.fa	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__Synechococcus_D; s__kuparukriver_2019_sw_WHONDRS-S19S_0047_B_bin.8
kuparukriver_2019_sw_WHONDRS-S19S_0047_F_bin.5.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Nanopelagicales; f__Nanopelagicaceae; g__Planktophila; s__kuparukriver_2019_sw_WHONDRS-S19S_0047_F_bin.5
kuparukriver_2019_sw_WHONDRS-S19S_0047_F_bin.6.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Limnohabitans_A; s__kuparukriver_2019_sw_WHONDRS-S19S_0047_F_bin.6
lajara_2019_sw_WHONDRS-S19S_0034_A_bin.6.fa	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983_A; f__PALSA-1337; g__C7867-002; s__lajara_2019_sw_WHONDRS-S19S_0034_A_bin.6
lajara_2019_sw_WHONDRS-S19S_0034_B_bin.12.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__lajara_2019_sw_WHONDRS-S19S_0034_B_bin.12
lajara_2019_sw_WHONDRS-S19S_0034_B_bin.4.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Dysgonomonadaceae; g__Dysgonomonas; s__lajara_2019_sw_WHONDRS-S19S_0034_B_bin.4
lecontecreek_2019_sw_WHONDRS-S19S_0018_A_bin.2.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__Fluviibacter; s__lecontecreek_2019_sw_WHONDRS-S19S_0018_A_bin.2
lecontecreek_2019_sw_WHONDRS-S19S_0018_F_bin.2.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Polynucleobacter; s__Polynucleobacter sp018882325
lewisrun_2019_sw_WHONDRS-S19S_0014_A_bin.41.fa	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983_A; f__UBA918; g__OLB19; s__lewisrun_2019_sw_WHONDRS-S19S_0014_A_bin.41
lewisrun_2019_sw_WHONDRS-S19S_0014_A_bin.46.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Malikia; s__lewisrun_2019_sw_WHONDRS-S19S_0014_A_bin.46
lewisrun_2019_sw_WHONDRS-S19S_0014_A_bin.56.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Diplorickettsiales; f__Diplorickettsiaceae; g__Aquirickettsiella; s__lewisrun_2019_sw_WHONDRS-S19S_0014_A_bin.56
lewisrun_2019_sw_WHONDRS-S19S_0014_B_bin.12.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__SXYR01; s__lewisrun_2019_sw_WHONDRS-S19S_0014_B_bin.12
lewisrun_2019_sw_WHONDRS-S19S_0014_B_bin.22.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__UBA10906; s__lewisrun_2019_sw_WHONDRS-S19S_0014_B_bin.22
lewisrun_2019_sw_WHONDRS-S19S_0014_B_bin.23.fa	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983_A; f__UBA5272; g__UBA11704; s__lewisrun_2019_sw_WHONDRS-S19S_0014_B_bin.23
lewisrun_2019_sw_WHONDRS-S19S_0014_B_bin.39.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__Fluviibacter; s__lewisrun_2019_sw_WHONDRS-S19S_0014_B_bin.39
lewisrun_2019_sw_WHONDRS-S19S_0014_B_bin.47.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__lewisrun_2019_sw_WHONDRS-S19S_0014_B_bin.47
lewisrun_2019_sw_WHONDRS-S19S_0014_B_bin.51.fa	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983_A; f__UBA918; g__OLB19; s__lewisrun_2019_sw_WHONDRS-S19S_0014_B_bin.51
lewisrun_2019_sw_WHONDRS-S19S_0014_B_bin.59.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__UBA11063; g__UBA11063; s__lewisrun_2019_sw_WHONDRS-S19S_0014_B_bin.59
lewisrun_2019_sw_WHONDRS-S19S_0014_B_bin.65.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Nanopelagicales; f__UBA5976; g__JAFMIT01; s__lewisrun_2019_sw_WHONDRS-S19S_0014_B_bin.65
lewisrun_2019_sw_WHONDRS-S19S_0014_B_bin.66.fa	Root; d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__Chloroflexales; f__Roseiflexaceae; g__lewisrun_2019_sw_WHONDRS-S19S_0014_B_bin.66; s__lewisrun_2019_sw_WHONDRS-S19S_0014_B_bin.66
lewisrun_2019_sw_WHONDRS-S19S_0014_B_bin.73.fa	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983_A; f__JAACPR01; g__lewisrun_2019_sw_WHONDRS-S19S_0014_B_bin.73; s__lewisrun_2019_sw_WHONDRS-S19S_0014_B_bin.73
lewisrun_2019_sw_WHONDRS-S19S_0014_F_bin.15.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Polynucleobacter; s__lewisrun_2019_sw_WHONDRS-S19S_0014_F_bin.15
lewisrun_2019_sw_WHONDRS-S19S_0014_F_bin.22.fa	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__lewisrun_2019_sw_WHONDRS-S19S_0014_F_bin.22
lewisrun_2019_sw_WHONDRS-S19S_0014_F_bin.27.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Polynucleobacter; s__lewisrun_2019_sw_WHONDRS-S19S_0014_F_bin.27
littlewindriver_2019_sw_WHONDRS-S19S_0009_A_bin.10.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Nanopelagicales; f__Nanopelagicaceae; g__Planktophila; s__littlewindriver_2019_sw_WHONDRS-S19S_0009_A_bin.10
littlewindriver_2019_sw_WHONDRS-S19S_0009_A_bin.18.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Rhodoluna; s__littlewindriver_2019_sw_WHONDRS-S19S_0009_A_bin.18
littlewindriver_2019_sw_WHONDRS-S19S_0009_B_bin.18.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__UA16; g__littlewindriver_2019_sw_WHONDRS-S19S_0009_B_bin.18; s__littlewindriver_2019_sw_WHONDRS-S19S_0009_B_bin.18
littlewindriver_2019_sw_WHONDRS-S19S_0009_B_bin.22.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomaceae; g__Aquirufa; s__littlewindriver_2019_sw_WHONDRS-S19S_0009_B_bin.22
littlewindriver_2019_sw_WHONDRS-S19S_0009_B_bin.3.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Rhodoluna; s__littlewindriver_2019_sw_WHONDRS-S19S_0009_B_bin.3
littlewindriver_2019_sw_WHONDRS-S19S_0009_B_bin.40.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__SXYR01; s__littlewindriver_2019_sw_WHONDRS-S19S_0009_B_bin.40
littlewindriver_2019_sw_WHONDRS-S19S_0009_B_bin.41.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Ferruginibacter; s__littlewindriver_2019_sw_WHONDRS-S19S_0009_B_bin.41
littlewindriver_2019_sw_WHONDRS-S19S_0009_B_bin.50.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__SXYR01; s__littlewindriver_2019_sw_WHONDRS-S19S_0009_B_bin.50
littlewindriver_2019_sw_WHONDRS-S19S_0009_B_bin.53.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__UA16; g__CAIZGX01; s__littlewindriver_2019_sw_WHONDRS-S19S_0009_B_bin.53
littlewindriver_2019_sw_WHONDRS-S19S_0009_B_bin.54.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Crocinitomicaceae; g__UBA952; s__littlewindriver_2019_sw_WHONDRS-S19S_0009_B_bin.54
littlewindriver_2019_sw_WHONDRS-S19S_0009_B_bin.58.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Sediminibacterium; s__littlewindriver_2019_sw_WHONDRS-S19S_0009_B_bin.58
littlewindriver_2019_sw_WHONDRS-S19S_0009_F_bin.30.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__SXYR01; s__littlewindriver_2019_sw_WHONDRS-S19S_0009_F_bin.30
littlewolfcreek_2019_sw_WHONDRS-S19S_0078_A_bin.54.fa	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Croceibacterium; s__littlewolfcreek_2019_sw_WHONDRS-S19S_0078_A_bin.54
littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_bin.3.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Rhodoluna; s__littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_bin.3
littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_bin.35.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_bin.35
littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_bin.43.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Crocinitomicaceae; g__M0103; s__littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_bin.43
littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_bin.44.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Rhodoluna; s__littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_bin.44
littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_bin.53.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_bin.53
littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_bin.59.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Rhodoluna; s__littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_bin.59
littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_bin.7.fa	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Magnetospirillaceae; g__Phaeospirillum; s__littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_bin.7
littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_bin.77.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Polynucleobacter; s__littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_bin.77
littlewolfcreek_2019_sw_WHONDRS-S19S_0078_F_bin.19.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Crocinitomicaceae; g__UBA952; s__littlewolfcreek_2019_sw_WHONDRS-S19S_0078_F_bin.19
littlewolfcreek_2019_sw_WHONDRS-S19S_0078_F_bin.21.fa	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__littlewolfcreek_2019_sw_WHONDRS-S19S_0078_F_bin.21
littlewolfcreek_2019_sw_WHONDRS-S19S_0078_F_bin.39.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Crocinitomicaceae; g__UBA952; s__littlewolfcreek_2019_sw_WHONDRS-S19S_0078_F_bin.39
logan1_2019_sw_WHONDRS-S19S_0097_B_bin.13.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__logan1_2019_sw_WHONDRS-S19S_0097_B_bin.13
logan1_2019_sw_WHONDRS-S19S_0097_B_bin.21.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Limnohabitans_A; s__logan1_2019_sw_WHONDRS-S19S_0097_B_bin.21
logan1_2019_sw_WHONDRS-S19S_0097_B_bin.34.fa	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__UBA953; g__UBA953; s__logan1_2019_sw_WHONDRS-S19S_0097_B_bin.34
logan2_2019_sw_WHONDRS-S19S_0098_B_bin.14.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__logan2_2019_sw_WHONDRS-S19S_0098_B_bin.14
