user_genome,classification
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.134,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__CAIQDA01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.135,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__SZUA-430;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.138,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__UBA10511;s__UBA10511 sp903861195
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.140,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__GCA-2862545;g__;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.144,d__Bacteria;p__Myxococcota;c__Bradymonadia;o__UBA7976;f__UBA1532;g__CAINDO01;s__CAINDO01 sp023150895
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.147,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Pirellula_B;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.149,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__Ga0077553;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.15,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__UBA1268;g__QWPN01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.151,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Rubrivivax;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.153,d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__RGXB01;f__RGXB01;g__RGXB01;s__RGXB01 sp016866495
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.156,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__V1-115;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.158,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__UBA7662;f__UBA7662;g__SYHX01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.159,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__UBA7672;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.16,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__UBA1268;g__QWPN01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.160,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__UBA2093;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.161,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__Nanopelagicus;s__Nanopelagicus sp016870455
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.167,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA7803;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.168,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__UBA8139;g__F1-20-MAGs160;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.169,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__MAG-120802;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.170,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__CAIQIY01;s__CAIQIY01 sp018969485
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.172,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp016124525
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.173,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__CACIAM-22H2;f__CACIAM-22H2;g__Tagaea;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.176,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__F1-60-MAGs027;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.177,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__JACTMZ01;g__JACTMZ01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.179,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__BACL27;s__BACL27 sp016870935
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.181,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__ER46;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.182,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__JAGRPD01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.185,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA9464;g__SXXZ01;s__SXXZ01 sp016871615
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.186,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__Phototrophicaceae;g__CAIRDJ01;s__CAIRDJ01 sp903877335
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.187,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__Gemmata;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.191,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__UBA1268;g__F1-20-MAGs016;s__F1-20-MAGs016 sp016872555
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.192,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Vulcanococcus;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.193,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__SXMI01;s__SXMI01 sp016870275
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.197,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__UBA956;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.200,d__Bacteria;p__Bdellovibrionota;c__UBA2361;o__UBA2361;f__OMII01;g__OMII01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.201,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__UBA3015;g__UBA3015;s__UBA3015 sp945874125
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.202,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Pirellula_B;s__Pirellula_B sp018969045
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.205,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__NIES-981;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.206,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__M3007;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.207,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__UBA4408;g__CAIKXD01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.208,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__UBA5976;g__ATZT02;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.211,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__UBA7662;f__UBA7662;g__F1-60-MAGs140;s__F1-60-MAGs140 sp016868485
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.212,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA955;g__UBA955;s__UBA955 sp002293105
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.213,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Ga0077523;g__Ga0077523;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.216,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__UBA7672;s__UBA7672 sp903831255
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.217,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;g__Chthoniobacter;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.218,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA4660;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.219,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__SXON01;g__CAJBVW01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.221,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__IMCC26077;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.222,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__UBA3006;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.226,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__QYQG01;s__QYQG01 sp005790965
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.227,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__JACTMZ01;g__JACTMZ01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.228,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.23,d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__UBA970;s__UBA970 sp903845135
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.230,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__VFMC01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.231,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__JADJQN01;g__CAIUAC01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.232,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__UBA2463;s__UBA2463 sp945901825
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.233,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Ideonella_A;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.234,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.236,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.237,d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__Limnocylindraceae;g__Limnocylindrus;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.239,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__UBA1268;g__UBA4655;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.241,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Lacipirellulaceae;g__;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.244,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__UBA6159;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.245,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__NIES-981;s__NIES-981 sp945901765
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.246,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Wagnerdoeblera;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.248,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__UBA964;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.249,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__JACTMZ01;g__JACTMZ01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.25,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__UBA3065;g__UBA3065;s__UBA3065 sp945897555
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.251,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Pirellula_B;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.252,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__UBA7662;f__UBA7662;g__SYHX01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.253,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Prosthecobacter;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.254,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__UBA7662;f__UBA7662;g__F1-60-MAGs140;s__F1-60-MAGs140 sp903908015
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.255,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Terrimicrobiaceae;g__UBA967;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.26,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__SYAC01;s__SYAC01 sp016872835
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.261,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA5078;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.263,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Limnohabitans;s__Limnohabitans sp005789825
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.264,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__CACIAM-22H2;f__CACIAM-22H2;g__CAIOSQ01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.266,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Lacibacter;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.269,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.27,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__UBA5976;g__AcAMD-5;s__AcAMD-5 sp002293025
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.270,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__SXXH01;s__SXXH01 sp005789645
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.271,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__BJGN01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.272,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA4660;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.274,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__S36-B12;g__Mxb001;s__Mxb001 sp016870425
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.275,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__UBA7662;f__UBA7662;g__SYHX01;s__SYHX01 sp009927485
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.277,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__RBC074;f__RBC074;g__CAIOZW01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.278,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Zrk34;g__;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.282,d__Bacteria;p__Bdellovibrionota;c__UBA2361;o__UBA2361;f__OMII01;g__OMII01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.283,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__UBA3064;s__UBA3064 sp023258775
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.284,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__JJ008 sp005791465
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.285,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__RGUW01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.289,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium sp945897705
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.290,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__UBA3064;s__UBA3064 sp016868095
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.291,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__JANWXJ01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.292,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_D;s__Synechococcus_D lacustris
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.293,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__F1-60-MAGs104;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.299,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__V1-115;s__V1-115 sp018970725
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.30,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Fonsibacter;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.304,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Rubrivivax;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.305,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__IMCC26077;s__IMCC26077 sp016870715
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.307,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__SYAN01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.308,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__SXYR01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.309,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__SYAC01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.31,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__Nanopelagicus;s__Nanopelagicus sp945881945
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.311,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__CAIMEY01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.312,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.313,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__UBA1268;g__RGVT01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.315,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__UBA2463;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.317,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__UBA1268;g__RGVT01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.318,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__SXXK01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.319,d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__Limnocylindraceae;g__Limnocylindrus;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.320,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__GCA-2862545;g__CAIUDO01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.39,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylopumilus;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA955;g__RGEC01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.45,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Vulcanococcus;s__Vulcanococcus sp010030955
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.49,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__UBA3006;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.5,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__SYIM01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.51,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA955;g__VMCP01;s__VMCP01 sp023653095
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.54,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__SYIM01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.55,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__BJGN01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.56,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__CAMCYM01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.60,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__Caldilinea;s__Caldilinea sp903858085
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.61,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__UBA3015;g__UBA3015;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.62,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.67,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__RGUW01;s__RGUW01 sp018970945
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.69,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__SYGM01;s__SYGM01 sp005799545
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.71,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Aquiluna;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.73,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__BJ22;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.75,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__UBA2463;s__UBA2463 sp016868305
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.77,d__Bacteria;p__Myxococcota;c__Bradymonadia;o__REDH01;f__REDH01;g__REEB431;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.79,d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Oligoflexales;f__RGVZ01;g__RGVZ01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.80,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__UBA6669;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.81,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__CAIVXW01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.83,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Raphidiopsis;s__Raphidiopsis raciborskii
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.88,d__Bacteria;p__Bdellovibrionota;c__UBA2361;o__UBA2361;f__OMII01;g__OMII01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.90,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__MAG-120802;s__
