user_genome,classification
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.91,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.92,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAMDGX01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.93,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__UBA1268;g__CACORA01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.95,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Prosthecobacter;s__Prosthecobacter sp019186985
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.96,d__Bacteria;p__Bdellovibrionota;c__UBA2361;o__UBA2361;f__J135;g__;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.97,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Miltoncostaeales;f__Miltoncostaeaceae;g__SYFI01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_B_bin.98,d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__REEB470;g__REEB470;s__REEB470 sp018969805
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.100,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__M3007;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.104,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__Gemmata;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.110,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Pirellula_B;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.111,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__SXON01;g__CAJBVW01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.113,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__F1-60-MAGs104;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.118,d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__Limnocylindraceae;g__Limnocylindrus;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.119,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__UBA3006;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.122,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__JACTMZ01;g__JACTMZ01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.123,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__SYIM01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.125,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA955;g__UBA955;s__UBA955 sp002293105
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.126,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_D;s__Synechococcus_D lacustris
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.129,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Rubrivivax;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.130,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__JJ008 sp005791465
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.132,d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__UBA970;s__UBA970 sp016872075
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.135,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Aquiluna;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.140,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__UBA2463;s__UBA2463 sp945862985
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.143,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.18,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__SYAN01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.2,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__UBA2463;s__UBA2463 sp016868255
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.22,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA9464;g__SXXZ01;s__SXXZ01 sp016871615
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.24,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA7803;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.28,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__RGUW01;s__RGUW01 sp018970945
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.29,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__BACL27;s__BACL27 sp016870935
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.30,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__BJGN01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.31,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__UBA3006;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.33,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__UBA3065;g__UBA3065;s__UBA3065 sp945897555
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.35,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__UBA7662;f__UBA7662;g__SYHX01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.4,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__Arctic95D-9;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.40,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA9464;g__SXXZ01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.42,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__F1-60-MAGs027;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.43,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Prosthecobacter;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.44,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__IMCC26077;s__IMCC26077 sp016870715
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.46,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__SYGM01;s__SYGM01 sp005799545
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.47,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__UBA3064;s__UBA3064 sp016868095
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.48,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Terrimicrobiaceae;g__UBA967;s__UBA967 sp945883435
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.50,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Raphidiopsis;s__Raphidiopsis raciborskii
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.52,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__UBA7672;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.54,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__Caldilinea;s__Caldilinea sp903858085
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.55,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__ER46;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.57,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__SXYR01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.58,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__SXXH01;s__SXXH01 sp005789645
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.59,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;g__Chthoniobacter;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.61,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Zrk34;g__;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.62,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA955;g__RGEC01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.63,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__REEB421;s__REEB421 sp016873225
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.65,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Roseomonas_B;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.68,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.69,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__SYAC01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.7,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__UBA2463;s__UBA2463 sp016868305
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.71,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__SYAC01;s__SYAC01 sp016872835
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.72,d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__Limnocylindraceae;g__Limnocylindrus;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.73,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__V1-115;s__V1-115 sp018970725
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.75,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__CAIMEY01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.76,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__UBA7662;f__UBA7662;g__F1-60-MAGs140;s__F1-60-MAGs140 sp016868485
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.77,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__SZUA-430;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.78,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__UBA3064;s__UBA3064 sp023258775
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.79,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__NIES-981;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.80,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Vulcanococcus;s__Vulcanococcus sp010030955
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.83,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__UBA1268;g__RGVT01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.86,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__UBA7662;f__UBA7662;g__SYHX01;s__SYHX01 sp009927485
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.87,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__UBA3015;g__UBA3015;s__UBA3015 sp945874125
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.88,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__JACTMZ01;g__JACTMZ01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.90,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Wagnerdoeblera;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.93,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__UBA964;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.95,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylopumilus;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.96,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Rubrivivax;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.97,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__SYIM01;s__
jordanrivershai5_2019_sw_WHONDRS-S19S_0058_F_bin.98,d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__REEB470;g__REEB470;s__REEB470 sp018969805
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.11,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__RBC074;f__RBC074;g__CAIOZW01;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.12,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__RGUW01;s__RGUW01 sp018970945
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.14,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__F1-60-MAGs104;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.15,d__Bacteria;p__Hydrogenedentota;c__Hydrogenedentia;o__Hydrogenedentiales;f__WGMK01;g__WGMK01;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.16,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Raphidiopsis;s__Raphidiopsis raciborskii
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.17,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__SXMI01;s__SXMI01 sp016870275
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.20,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__SYGM01;s__SYGM01 sp005799545
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.23,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Ga0077555;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.26,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__SXYR01;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.27,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__SXXH01;s__SXXH01 sp005789645
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.29,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__M3007;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.3,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Pirellula_B;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.32,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__UBA7672;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.34,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.35,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__V1-115;s__V1-115 sp018970725
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.38,d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.39,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Pirellula_B;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.4,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__BJGN01;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.40,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp016124525
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.42,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__Caldilinea;s__Caldilinea sp018969295
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.43,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__CAMDPA01;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.44,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA1924;g__BJHL01;s__BJHL01 sp022843045
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.46,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__JALHQU01;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.47,d__Bacteria;p__Bdellovibrionota;c__UBA2361;o__UBA2361;f__J135;g__;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.5,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__SXXK01;s__SXXK01 sp005791255
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.50,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Ga0077523;g__Ga0077523;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.52,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__Phenylobacterium sp020401865
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.53,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.57,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__JAHBVH01;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.63,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.66,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Prosthecobacter;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.67,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__SZUA-430;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.69,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__BJGN01;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.7,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__Arctic95D-9;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.71,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__BJ22;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.72,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__CAIXSC01;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.73,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Microcystis;s__Microcystis aeruginosa_D
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.74,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pan216;f__Pan216;g__JAIELF01;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.75,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__CAIQIA01;s__CAIQIA01 sp945861105
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.76,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__JAHBVH01;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.77,d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Oligoflexales;f__;g__;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.78,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__M3007;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.79,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Zrk34;g__;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.80,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__RI-153;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.81,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Cyanobium;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.82,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__CAIVXW01;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.83,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__V1-115;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.84,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;g__Chthoniobacter;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.85,d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__REEB470;g__REEB470;s__REEB470 sp018969805
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.87,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__Gemmata;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.88,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__JAFLCP01;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_A_bin.89,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__JADJPL01;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_B_bin.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_B_bin.101,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__RBC074;f__RBC074;g__CAIOZW01;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_B_bin.104,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__CAIVXW01;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_B_bin.106,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Pirellula_B;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_B_bin.107,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__Caldilinea;s__Caldilinea sp903858085
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_B_bin.12,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__SXYR01;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_B_bin.15,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__CAIXSC01;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_B_bin.16,d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__REEB470;g__REEB470;s__REEB470 sp018969805
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_B_bin.18,d__Bacteria;p__Bdellovibrionota;c__UBA2361;o__UBA2361;f__OMII01;g__OMII01;s__
jordanrivershai6_2019_sw_WHONDRS-S19S_0058_B_bin.19,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__Gemmata;s__
